Reaction,fc,pval,Ges1_A_D,Ges1_P_D,subSystem
2HBO,4.123053757098867,0,306.641398574879,-186.93100195841762,Propanoate metabolism
2HBt2,1.2149559850389489,0,57.56728275130305,-593.1865421161651,"Transport, extracellular"
34HPLFM,-0.9967780524097599,0,0.8462937437436397,524.4842524806976,Ubiquinone synthesis
ABUTt2rL,-1.2896286343972791,0,-3.596651036213408,28.432945580764116,"Transport, lysosomal"
ACETONEt2,1.4179702216759442,0,41.9009964980118,-242.39851677589417,"Transport, extracellular"
ACETONEt2m,1.4179702216759442,0,41.9009964980118,-242.39851677589417,"Transport, mitochondrial"
ACONTm,-1.074074415192409,0,-21.484402537363813,601.560599738729,Citric acid cycle
ADK3m,-16.60571448798972,0,-304.2455950858466,269.68345387954713,Nucleotide interconversion
ADNtm,1.4128087067122483,0,62.840489162811636,-10.751412239312293,"Transport, mitochondrial"
AKGMALtm,1.0118544173129138,0,293.8890325266838,-1.7316776031503456,"Transport, mitochondrial"
ARACHCPT1,0.9434692954757682,0,90.65537500282302,2.6369401511761166,Fatty acid oxidation
ARACHCPT2,0.9434692954757676,0,90.65537500282302,2.636940151176142,Fatty acid oxidation
ARACHDt2,-1.2687406717398804,0,-101.60965643960377,857.8007888183594,"Transport, extracellular"
ATPH2e,0.91087487670551,0,159.08393683943748,7.419834578301784,Nucleotide interconversion
C180CPT1,-1.5688066569617718,0,-37.243064004841635,8.246670754373756,Fatty acid oxidation
C180CPT2,-19.664339211065535,0,-13.438153638988652,14.878135358890267,Fatty acid oxidation
CDIPTr,-0.9998006101769781,0,-221.63710987067222,-0.022098295143688915,Glycerophospholipid metabolism
CDSm,0.9933771382557407,0,5.339975743266829,0.0177417109821482,Glycerophospholipid metabolism
COAtm,1.2163278142301273,0,6.744116008269975,-69.0950072449896,"Transport, mitochondrial"
CSNAT2m,-2.3967047467941627,0,-99.66338270900548,242.37555281906128,Fatty acid oxidation
CSNAT2x,2.4188627046341393,0,430.45003718910215,-178.64113207826315,Fatty acid oxidation
CYTK10,15.89316459691926,0,287.05176117954255,-253.0673931787843,Nucleotide interconversion
CYTK10n,2.3468274571509395,0,277.90612234210965,-690.588713369751,Nucleotide interconversion
CYTK11,-1.0422838783399653,0,-16.892803467501235,815.9114427551269,Nucleotide interconversion
CYTK11n,-3.1087834045716574,0,-252.57636914594994,129.63176765397563,Nucleotide interconversion
CYTK12,-7.295065869718186,0,-84.90647960231304,111.88204470664263,Nucleotide interconversion
CYTK13n,2.0656764777166376,0,752.2136934234619,-261.48109401772024,Nucleotide interconversion
CYTK14,1.6973130622607648,0,252.70655359117686,-65.33004388831742,Nucleotide interconversion
CYTK1m,0.9933771382557407,0,5.339975743266829,0.017741710982148225,Nucleotide interconversion
CYTK1n,-2.323345108423328,0,-406.46107215099335,161.85146412636786,Nucleotide interconversion
CYTK4n,-10.981154188486443,0,-418.9577177536117,349.0215978835881,Nucleotide interconversion
CYTK5,2.2549928000175794,0,634.7999945461273,-244.75305217335224,Nucleotide interconversion
CYTK5n,3.3561703695807847,0,344.8632216663361,-637.5952126281738,Nucleotide interconversion
CYTK6,-2.378269848346186,0,-375.10337877941134,919.4138840545654,Nucleotide interconversion
CYTK8,-8.707894822200311,0,-376.4906133388519,474.18022172698977,Nucleotide interconversion
CYTK9n,-1.2511594211603014,0,-628.9195917884826,70.16787844752125,Nucleotide interconversion
DIDPtn,1.8630728785375428,0,104.56797086551153,-31.521998721816157,"Transport, nuclear"
DITPtn,-1.8630728785375428,0,-104.56797086551153,31.521998721816157,"Transport, nuclear"
DLNLCGt,1.193454287169376,0,11.196902814455825,-0.9875240460427565,"Transport, extracellular"
ELAIDCPT2,0.8477105808733576,0,204.3181945722431,16.840028676841722,Fatty acid oxidation
ESTRONESt,-0.988150439486814,0,-508.1233913757324,-3.0284624114391545,"Transport, extracellular"
ESTRONEtr,-0.9783691990639832,0,-600.9557538261414,-6.570641257717432,"Transport, endoplasmic reticular"
EX_2hb[e],-4.123053757098867,0,-306.641398574879,186.93100195841762,Exchange/demand reaction
EX_ala_B[e],3.496587767740941,0,22.601705388044405,-12.548880199045874,Exchange/demand reaction
EX_amp[e],3.073490497227646,0,183.97733477182388,-93.64824972938374,Exchange/demand reaction
EX_i[e],-3.305500611620722,0,-154.05341518945397,287.69329748916624,Exchange/demand reaction
EX_inost[e],4.802225200663307,0,330.07152704486845,-503.6917150270462,Exchange/demand reaction
EX_pchol_hs[e],1.0536848156025187,0,9.592277270004944,-366.9475987831116,Exchange/demand reaction
EX_pe_hs[e],-0.9460383768801754,0,-261.7992271385193,-7.259420675227512,Exchange/demand reaction
EX_ptdca[e],15.496181082340287,0,0.37628915255085643,-0.42820477783360955,Exchange/demand reaction
EX_sl_L[e],-0.8541916679905074,0,4.108296031154417,52.24371039447226,Exchange/demand reaction
EX_thyox_L[e],3.305500611620722,0,154.05341518945397,-287.69329748916624,Exchange/demand reaction
FCLTm,-0.9209139749658177,0,1.7857273494843988,43.37338511602581,Heme synthesis
FE2t,-0.8404583628672971,0,3.358226852591998,38.74021105924547,"Transport, extracellular"
FRUt1r,1.6840461165731786,0,57.67940755334813,-226.32127585983275,"Transport, extracellular"
FUMtm,1.1419693076432509,0,27.912490671059185,-421.13115369644163,"Transport, mitochondrial"
GALGLUSIDEtl,2.1781935894010833,0,19.03080836881311,-51.33587018550001,"Transport, lysosomal"
GLNCYSNaEx,0.93582060548142,0,73.1340327351357,2.424655428479515,"Transport, extracellular"
GLUDxm,-0.8302767171410983,0,-192.97364514459298,-17.89462776445523,Glutamate metabolism
GLUDym,1.8855513581344825,0,42.250109486041964,-137.67113526380547,Glutamate metabolism
GLUt2m,14.080299023238608,0,222.90081520389145,-256.98272950996096,"Transport, mitochondrial"
GLYCLTDy,0.8290344584897279,0,42.22450211464714,3.946855585757036,Glyoxylate and dicarboxylate metabolism
H2Otn,-1.2403308774795008,0,-23.437777492404287,218.4836886812687,"Transport, nuclear"
HSD17B1,-0.9450623916484175,0,-609.0166937812805,-17.20146394593359,Steroid metabolism
