Reaction,fc,pval,OVCAR3_A1AKO,OVCAR3_P,subSystem
13DAMPPOX,-0.4554759521111351,0,5.602567477453967,14.975283947750407,Beta-Alanine metabolism
2HBO,3.073354240143211,0,616.4190221775054,-313.759844587376,Propanoate metabolism
2OXOADOXm,-0.5486624635721722,0,14.40668423082505,49.43327175798416,Lysine metabolism
34DHOXPEGOX,0.7497983986644772,0,-45.18020800871467,-315.9702224246025,Tyrosine metabolism
34DHOXPEGt,0.7497983986644772,0,-45.18020800871467,-315.9702224246025,"Transport, extracellular"
3HBCDm,0.3678819180507555,0,422.79654698598387,195.38041903235913,Butanoate metabolism
3HBCOAHLm,0.7298859702247362,0,184.81313521687986,28.857752226493137,"Valine, leucine, and isoleucine metabolism"
3SALAASPm,-0.6343544573175456,0,-256.28552492603063,-57.337415040946006,"Transport, mitochondrial"
3SALATAi,-0.5186357381899737,0,10.626727778102758,33.525813742716124,Methionine and cysteine metabolism
3SPYRSP,-0.5186357381899737,0,10.626727778102758,33.525813742716124,Methionine and cysteine metabolism
4ABUTtm,0.6461682953265306,0,-191.36046966553332,-890.2863536010742,"Transport, mitochondrial"
4HBZCOAFm,-0.49011471673761625,0,0.5185343198822816,1.5153911017912325,Ubiquinone synthesis
4HBZFm,-0.49011471673761625,0,0.5185343198822816,1.5153911017912325,Ubiquinone synthesis
ABTArm,0.6461682953265306,0,-191.36046966553332,-890.2863536010742,Glutamate metabolism
ABUTt2rL,0.7657826055633782,0,455.30760123672485,60.393028956602514,"Transport, lysosomal"
ACACT6p,-0.41509657239904474,0,9.04459433088142,21.882201116287707,Fatty acid oxidation
ACACT7p,-0.41509657239904474,0,9.04459433088142,21.882201116287707,Fatty acid oxidation
ACACT8p,-0.6596365732349967,0,14.36115549566201,70.0260281224966,Fatty acid oxidation
ACACtx,-0.47616913369938957,0,-269.2403226765156,-95.5421626499176,"Transport, peroxisomal"
ACCOALm,0.37914071338551625,0,6.029358173810315,2.71428649607901,Propanoate metabolism
ACETONEt2,-3.7197923511975053,0,-256.3262210998058,147.70863709326758,"Transport, extracellular"
ACETONEt2m,-3.7197923511975053,0,-256.3262210998058,147.70863709326758,"Transport, mitochondrial"
ACGAM6PSi,0.5863515583906281,0,194.14419120583534,50.62398792691231,Aminosugar metabolism
ACOAD10m,-0.35779887280993616,0,36.55917213841276,77.29666084144068,"Valine, leucine, and isoleucine metabolism"
ACOAD9m,0.6556993591132512,0,160.34358184454888,33.3432502025743,"Valine, leucine, and isoleucine metabolism"
ACONTm,0.7635833135111044,0,353.92830617329327,47.44576383722424,Citric acid cycle
ADK3m,-1.1100117639027478,0,-770.2611624984742,40.15986574193514,Nucleotide interconversion
ADNtm,0.9054502318048,0,42.03588568389332,2.085849937695563,"Transport, mitochondrial"
ADRNCPT1,0.40922103441387336,0,20.609306729400018,8.639911421777935,Fatty acid oxidation
ADRNCPT2,0.40922103441387336,0,20.609306729400018,8.639911421777935,Fatty acid oxidation
ADRNCRNt,0.9693669968698622,0,555.4517896153748,8.639911421777935,Fatty acid oxidation
ADSL1,-0.6937726209616745,0,6.0670023746611434,33.557164437032306,Nucleotide interconversion
AG13T16g,-0.3608788919372863,0,0.34458215385186813,0.7337178725589512,Keratan sulfate synthesis
AG13T17g,-0.3608788919372863,0,0.34458215385186813,0.7337178725589512,Keratan sulfate synthesis
AG13T18g,-0.3608788919372863,0,0.34458215385186813,0.7337178725589512,Keratan sulfate synthesis
ALAGLNNaEx,-0.708982814938024,0,48.37092180174673,284.05564463243485,"Transport, extracellular"
ALASERNaEx,-0.8921426696613376,0,26.690513420648454,468.23205395317075,"Transport, extracellular"
ALCD22_L,0.682503582507457,0,423.96462170567514,80.00413784232549,Pyruvate metabolism
AMACR2p,-0.8526792049438142,0,10.876334294901724,136.7787783557415,Bile acid synthesis
AMETt2m,-1.0931500606829083,0,-564.2180370483399,25.109018878606864,"Transport, mitochondrial"
ANDRSTRNtr,-1.0550182382442843,0,-15.343489002581522,573.103587915802,"Transport, endoplasmic reticular"
ARACHCPT1,0.8071621871895904,0,89.58936088793278,9.559859390140593,Fatty acid oxidation
ARACHCPT2,0.8071621871895904,0,89.58936088793278,9.559859390140593,Fatty acid oxidation
ASAH1,-0.45299506994472755,0,6.018807001402978,15.987601609191461,Sphingolipid metabolism
ASNCYSNaEx,-0.5778780493202529,0,72.43004505506232,270.74114013645647,"Transport, extracellular"
ASNGLNNaEx,0.5016707168184366,0,30.9702863569315,10.277486553693942,"Transport, extracellular"
ASNSERNaEx,0.348939474530159,0,121.48488798774257,58.63422081075447,"Transport, extracellular"
ASPTAm,0.7049382553663667,0,-33.13773346434119,-191.47785338841751,Alanine and aspartate metabolism
ATPH2e,-0.8151395985658972,0,13.48019032972774,132.36164735050724,Nucleotide interconversion
B3GNT11g,0.39572236797446925,0,2.6022701342774206,1.126652170025754,Blood group synthesis
B3GNT310g,0.5511441012594039,0,3.893454163374007,1.126652170025754,Blood group synthesis
B3GNT312g,0.39572236797446925,0,2.6022701342774206,1.126652170025754,Blood group synthesis
B3GNT51g,0.7184455731449804,0,6.876434001344582,1.126652170025754,Blood group synthesis
BAAT3x,-0.8349538086974668,0,12.503828967090277,139.0153168963909,Bile acid synthesis
BAMPPALDOX,-0.3855127466759955,0,6.3155403556862435,14.23994007624457,Beta-Alanine metabolism
C160CPT1,-31.862989136092054,0,-121.17583489954023,113.80122668007928,Fatty acid oxidation
C161CPT2,2.042064010091303,0,94.66805953157908,-276.36142695395944,Fatty acid oxidation
C161CPT22,0.5935924033235634,0,210.25265011711122,53.6199055986573,Fatty acid oxidation
C180CPT2,-11.95358414026952,0,-16.149885363704453,19.098670922274522,Fatty acid oxidation
C204CPT2,-5.627994649022086,0,-5.0129407946039155,7.179296278901275,Fatty acid oxidation
C226CPT1,-0.6633259005027451,0,102.68161950399876,507.29473244781497,Fatty acid oxidation
C226CPT2,-0.6633259005027451,0,102.68161950399876,507.29473244781497,Fatty acid oxidation
CDIPTr,-0.9811630015188003,0,-167.45182362267076,-1.5921404472202456,Glycerophospholipid metabolism
CHOLK,-0.627169253183023,0,27.430722216646444,119.7176685790956,Glycerophospholipid metabolism
CHOLPtl,0.45299506994472755,0,-6.018807001402978,-15.987601609191461,"Transport, lysosomal"
CHSTEROLt1,0.9108523926621508,0,357.87182870407105,16.69590879185676,"Transport, mitochondrial"
CITtam,-3.7321843085064472,0,-168.61650642635598,292.0463247599006,"Transport, mitochondrial"
CLFORtex,-0.40124140081216636,0,256.4250379491985,600.0972342887878,"Transport, extracellular"
CLPNDCPT1,0.39781468535312914,0,4.734514055595316,2.039651511851471,Fatty acid oxidation
