GeneID	GSM5823949	GSM5823950	GSM5823951	GSM5823952	GSM5823953	GSM5823954	GSM5823955	GSM5823956	GSM5823957	GSM5823958	GSM5823959	GSM5823960
22930	1471	1442	1491	1400	1681	1333	1450	1457	1767	3004	1493	2159
109616967	0	1	0	0	0	0	0	0	0	1	0	0
84083	274	261	217	205	307	244	244	226	332	591	258	397
23518	1212	1087	1240	1227	1446	1061	1183	1323	1299	1955	1035	1164
406915	0	1	0	0	0	0	0	0	0	0	0	0
107985946	138	156	177	150	159	138	188	147	180	256	164	176
23190	3067	2999	3586	2856	3183	2621	3808	2940	4094	6033	4006	4384
3938	3	1	1	0	1	0	1	0	2	5	1	46
100507600	0	0	0	0	0	0	0	0	0	0	0	3
4175	2823	2490	2520	2009	2671	2181	2323	1835	4001	6503	2874	2917
1615	2592	2691	1747	2052	3112	2470	1815	2195	2476	3314	1716	1908
101928243	271	348	237	238	348	269	231	255	251	336	168	193
112268426	1	0	0	1	0	0	0	0	1	0	0	0
7852	10	2	6	4	5	0	2	7	4	0	0	9
107985947	0	0	0	0	0	0	0	0	0	0	0	0
105373633	0	0	0	0	0	0	0	0	0	0	0	0
80731	9	5	5	4	6	1	6	3	5	7	3	53
105373634	0	0	0	0	0	0	0	0	0	0	0	0
101928273	0	0	1	1	0	0	0	0	0	0	1	0
3176	56	56	186	117	54	50	182	108	356	705	180	242
107985948	0	1	2	2	1	2	2	1	5	8	3	3
105373636	1	0	0	0	0	0	0	0	1	2	1	0
105373635	0	0	0	0	0	0	0	0	0	0	0	0
105373637	8	13	23	15	18	17	18	21	19	36	32	17
339745	690	691	518	465	796	629	511	459	1077	1682	675	889
11249	148	153	434	328	143	119	400	273	497	837	547	497
647012	0	0	0	0	0	0	0	0	0	0	0	0
105373639	0	0	0	0	0	0	0	0	0	0	0	0
105373640	0	0	0	0	0	0	0	0	0	0	0	0
107985821	0	0	0	0	0	0	0	0	0	0	0	0
105373643	0	0	0	0	0	0	0	0	0	0	0	0
105373641	0	0	0	0	0	0	0	0	0	0	0	0
105373644	0	0	0	0	0	0	0	0	0	0	0	0
105373645	0	0	0	0	0	0	0	0	0	0	0	0
105373647	0	0	0	0	0	0	0	0	0	0	0	0
107985822	0	0	0	0	0	0	0	1	0	0	0	0
53353	43	19	44	20	46	31	18	76	5	4	1	85
102465692	0	0	0	0	0	0	0	0	0	0	0	0
105373649	0	0	0	0	0	0	0	0	0	0	0	0
107985779	0	0	0	0	0	0	0	0	0	0	0	2
105373648	0	0	0	0	0	0	0	0	0	0	1	0
105373651	0	0	0	0	0	0	0	0	0	0	0	0
107985823	0	0	0	0	0	0	0	0	0	0	0	0
105373652	0	0	0	1	0	0	0	0	0	0	0	0
8942	0	2	36	41	2	4	38	35	1	0	36	61
55843	0	0	0	0	0	0	0	0	0	2	6	12
107985949	0	0	0	0	0	0	0	0	0	0	0	0
101928361	0	0	0	0	0	0	0	0	0	0	0	0
105373654	0	0	0	0	0	0	0	0	0	0	0	0
101928386	1	1	1	0	0	0	1	3	1	1	1	0
79712	192	167	177	163	201	136	193	165	329	499	199	215
9839	660	581	277	229	770	582	311	231	1005	1279	233	299
100303491	2	4	2	2	5	2	4	2	6	9	1	1
101928455	0	0	0	0	0	0	0	0	2	0	0	0
105373656	4	1	0	0	4	4	0	0	1	5	0	0
401014	0	0	0	0	0	0	0	0	0	1	0	0
105373663	0	0	0	0	0	0	0	0	0	0	0	0
105373662	0	0	0	0	0	0	0	0	0	0	0	0
100505498	0	0	1	11	0	0	7	7	0	0	13	12
105373664	0	0	0	0	0	0	0	0	0	0	0	0
105373665	0	0	0	0	0	0	0	0	0	0	0	0
105373666	0	0	0	0	0	0	0	0	0	0	0	0
105373667	0	0	0	0	0	0	0	0	0	0	0	0
728773	0	0	0	0	1	1	0	0	0	1	1	2
105373669	0	0	0	0	0	0	0	0	0	0	0	0
105373668	0	0	0	0	0	0	0	0	0	0	0	0
107985824	0	0	0	0	0	0	0	0	0	0	0	0
92	94	114	50	60	92	79	51	63	117	208	63	71
5000	603	609	743	727	657	618	693	714	767	1211	648	758
105373674	0	1	0	0	0	0	1	0	0	0	0	0
55777	193	187	154	139	192	168	147	141	200	393	118	232
105373673	0	0	0	1	5	1	0	0	4	1	2	0
26122	601	613	688	608	677	603	664	622	1127	1632	983	948
101928526	0	0	0	0	0	0	0	0	0	0	0	0
3800	119	115	30	50	132	125	31	55	214	248	13	44
112267889	0	0	0	0	0	1	0	0	0	0	0	0
101928553	0	0	0	0	0	1	0	0	0	0	0	0
130576	47	45	53	90	56	41	34	115	180	192	280	326
105373678	0	0	0	0	0	0	0	0	0	0	0	0
105373677	0	0	0	0	0	0	0	1	0	0	0	0
105373679	0	0	0	0	0	0	0	0	0	0	0	0
130574	764	730	398	416	950	780	439	475	1179	1582	632	664
113218495	0	0	0	1	1	0	0	0	0	0	0	0
27249	1868	1931	1621	1550	2146	1758	1629	1707	1755	2942	1080	1309
101929231	230	208	175	158	255	194	208	209	160	285	111	137
105373680	0	0	0	0	0	0	0	0	1	0	0	0
150596	1	0	0	1	0	0	0	0	0	2	0	1
105373682	0	5	0	2	1	2	1	2	1	1	1	4
105373684	0	0	0	0	0	0	0	0	0	0	0	0
105373683	0	0	0	0	0	0	0	0	0	0	0	0
105373685	0	0	0	0	0	0	0	0	0	0	0	0
390	1660	1852	980	1369	1533	1607	732	1353	3272	4336	1366	994
101929260	0	0	0	0	0	0	0	0	0	0	0	0
101929282	0	0	0	0	0	0	0	0	0	1	0	0
105373686	0	0	0	0	0	0	0	0	0	0	0	1
107985825	0	0	0	0	0	0	0	0	0	0	0	0
107985826	0	0	0	0	0	1	0	0	0	0	0	0
375287	110	112	125	81	157	87	151	47	173	257	94	135
9111	88	127	213	214	88	91	211	199	207	281	536	604
107985827	0	0	0	0	0	0	0	0	0	0	0	0
101929319	0	0	0	0	0	0	0	0	0	0	0	1
7130	2	0	0	0	0	0	0	0	1	3	1	7
100616392	0	0	0	0	0	0	0	0	0	0	0	1
100616418	0	0	0	0	0	0	0	0	0	0	0	1
55183	2447	2352	2453	2278	2464	2132	2362	2555	3759	5238	3516	3734
4703	51	55	94	63	44	33	90	77	154	113	138	279
101929356	40	40	41	34	46	23	57	51	53	62	50	45
26225	909	987	1062	1096	1041	960	1069	1180	1479	2095	1103	1262
785	1	0	0	1	0	2	1	2	0	2	1	18
10254	530	469	482	405	468	448	477	420	641	1117	424	545
105373689	2	8	3	6	5	4	4	3	4	11	5	12
105373688	0	0	0	0	0	0	0	0	0	0	0	0
114793	417	456	760	931	388	385	632	936	661	894	1097	1014
105373690	4	3	4	4	5	4	2	2	6	5	6	5
55660	4024	4419	3683	4208	4494	3942	3627	4369	4638	6718	4255	4276
151188	1323	1354	1409	1067	1496	1222	1569	1153	1477	2493	1167	1502
105373691	0	0	0	0	0	0	0	0	0	0	0	0
107985950	0	0	0	1	0	0	0	0	0	0	0	0
107985951	0	0	0	0	0	0	0	0	0	0	0	0
56475	1	0	0	0	0	0	0	0	1	0	0	5
114805	1	1	1	13	0	0	9	7	1	2	2	12
100144595	0	0	0	0	0	0	0	0	0	0	0	4
105373692	0	0	0	0	0	0	0	0	0	0	0	0
105373694	0	0	0	0	0	0	0	0	0	0	0	0
105373693	0	0	0	0	0	0	0	0	0	0	0	0
3760	5	5	0	0	6	9	0	0	1	1	0	11
105373696	0	0	0	0	0	0	0	0	0	0	0	0
107985952	0	0	0	0	0	0	0	0	0	0	0	0
105373698	0	0	0	0	0	0	0	0	0	0	0	0
105373699	0	0	0	0	0	0	0	0	0	0	0	0
105373700	0	0	0	0	0	0	0	0	0	0	0	0
107985953	0	1	0	0	0	0	0	0	0	1	0	0
107985828	0	0	0	0	0	0	0	0	0	0	0	0
