Reaction,fc,pval,Ges1_A_D,Ges1_P_D,rxnNames,subSystem,geneRules,kegg,source
13DAMPPOX,-0.6991564101294335,0,3.322809304054186,18.767136541119218,"1, 3-Diaminopropane:Oxygen Oxidoreductase (Deaminating)",Beta-Alanine metabolism,8639.1 or 26.1 or 314.2 or 314.1,NA,"PMID:15035803,PMID:8920635,PMID:9653080"
25HVITD3tin_m,-0.4450309312612411,0,1.0485553110208188,2.7302329857893093,25-Hydroxyvitamin D3 Transport in Mitochondria,"Transport, mitochondrial",NA,NA,NA
25VITD2Hm,1,0,1.0139635831507257,NA,1-Alpha-Vitamin D-25-Hydroxylase (D2),Vitamin D metabolism,1594.1,NA,"PMID:14671156,PMID:9333115"
25VITD3Hm,1,0,0.45555570650792804,NA,1-Alpha-Vitamin D-25-Hydroxylase (D3),Vitamin D metabolism,1594.1,NA,"PMID:14671156,PMID:9333115"
2HBO,2.7830120484134966,0,370.153430578427,-174.46098982415535,2-Hydroxybutyrate:NAD+ Oxidoreductase,Propanoate metabolism,92483.1 or 3948.2 or 55293.1 or (3945.1 and 3939.1) or 3939.1 or 160287.1 or 3945.1 or 3948.1,NA,"PMID:10108,PMID:21765"
2HBt2,0.9398020838857336,0,-9.344191968721896,-301.1048259336561,2-Hydroxybutyrate Symport with Proton,"Transport, extracellular",9123.1 or 9194.1 or 6566.1,NA,"PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713"
2OXOADOXm,-0.4063977765492474,0,6.711175497891568,15.900517089369613,"2-Oxoadipate:Lipoamde 2-Oxidoreductase (Decarboxylating And Acceptor-Succinylating), Mitochondrial",Lysine metabolism,(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1),NA,NA
2OXOADPTm,-1,0,-13.489525646405621,NA,2-Oxoadipate Shuttle (Cytosol/Mitochondria),Tryptophan metabolism,89874.1,NA,PMID:11083877
34DHOXPEGOX,0.9880350742453915,0,773.3796090798378,4.654560537007047,"3, 4-Dihydroxyphenylethyleneglycol:NAD+ Oxidoreductase",Tyrosine metabolism,130.1 or 127.1 or (125.1 and 124.1) or 131.1 or (126.1 and 124.1) or 128.1 or 137872.1 or (125.1 and 126.1),NA,PMID:3466164
34DHOXPEGt,0.9880350742453915,0,773.3796090798378,4.654560537007047,"3, 4-Dihydroxyphenylethyleneglycol Transport (Diffusion)","Transport, extracellular",NA,NA,PMID:7473774
34DHPHAMT,0.8656817233282577,0,360.30415210564735,25.939811803574674,"3, 4-Dihydroxyphenylacetate:Amet O-Methyltransferase",Tyrosine metabolism,1312.1 or 1312.2,NA,PMID:1847521
34DHXMANDACOX_NADP_,-0.9880350742453915,0,-773.3796090798378,-4.654560537007047,"3, 4-Dihydroxymandelaldehyde:NADP+ Oxidoreductase",Tyrosine metabolism,221.1 or 222.1,NA,"PMID:10424772,PMID:12616643"
34HPLFM,-0.9990794037540913,0,0.1042962877610114,226.47991633424758,3- (4-Hydroxyphenyl-)Lactate Formation,Ubiquinone synthesis,NA,NA,"PMID:11583838,PMID:12232327"
34HPPOR,-0.639221826902037,0,3.351484786986145,15.227714493321244,4-Hydroxyphenylpyruvate:Oxygen Oxidoreductase,Tyrosine metabolism,3242.1,NA,NA
3DPHBH1,0.6655028828600706,0,0.26308063251923414,0.052836722204837136,Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADH),Ubiquinone synthesis,NA,NA,PMID:11051212
3DSPHR,0.49434046688526745,0,59.09968624330163,19.99833399098436,3-Dehydrosphinganine Reductase,Sphingolipid metabolism,2531.1,NA,NA
3HBCOAHLm,-0.7192749207504527,0,8.762810742848652,53.66702820331156,"3-Hydroxyisobutyryl Coenzyme A Hydrolase, Mitochondrial","Valine, leucine, and isoleucine metabolism",NA,NA,PMID:8824301
3HKYNAKGAT,-1,0,0,359.6181767348051,3-Hydroxy-L-Kynurenine:2-Oxoglutarate Aminotransferase,Tryptophan metabolism,51166.1 or 883.1 or 51166.2,NA,PMID:13357462
3MOBt2im,-0.3956255444978084,0,150.57547044909,347.70988585033416,3-Methyl-2-Oxobutanoate Mitochondrial Transport via Proton Symport,"Transport, mitochondrial",NA,NA,PMID:8428987
42A12BOOX,1,0,3.458005926592002,NA,"4- (2-Aminoethyl)-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",Tyrosine metabolism,4129.1 or 8639.1 or 26.1 or 314.2 or 314.1 or 4128.1,NA,"PMID:15035803,PMID:8920635,PMID:9653080"
4ABUTtm,1,0,NA,-827.6421995025635,4-Aminobutanoate Mitochondrial Transport via Diffusion,"Transport, mitochondrial",NA,NA,PMID:10407778
4HBZCOAFm,0.6655028828600706,0,0.26308063251923414,0.052836722204837136,4-Hydroxybenzoyl Coenzyme A Formation,Ubiquinone synthesis,NA,NA,"PMID:11583838,PMID:12232327"
4HBZFm,0.6655028828600706,0,0.26308063251923414,0.052836722204837136,4-Hydroxybenzoate Formation,Ubiquinone synthesis,NA,NA,"PMID:11583838,PMID:12232327"
4MPTNLte,-0.45237434428299267,0,3.4490057354216463,9.147211039359867,4-Methylpentanal Transport,"Transport, extracellular",NA,NA,PMID:8428987
4MPTNLtm,0.45237434428299267,0,-3.4490057354216463,-9.147211039359867,"4-Methylpentanal Transport, Mitochondrial","Transport, mitochondrial",NA,NA,PMID:8428987
4PYRDX,1,0,0.6752200783534769,NA,4-Pyridoxal Secretion,"Transport, extracellular",NA,NA,PMID:6380540
5AOPtm,-1,0,-26.94284248583168,NA,5-Aminolevulinate Mitochondrial Transport,Heme synthesis,NA,NA,PMID:10558864
5FTHFt2,0.5867931509414929,0,381.49028628344536,99.34149201997816,5-Formyltetrahydrofolate Transport via Anion Exchange,"Transport, extracellular",6573.1 or 6573.2,NA,"PMID:11375437,PMID:14770311"
5HOXINDACTO2OX,-0.9565958375097574,0,2.873897550082489,129.5510767011106,5-Hydroxyindoleacetaldehyde:Oxygen Oxidoreductase,Tryptophan metabolism,316.1,NA,PMID:11306106
7DHCHSTEROLtr,1,0,0.23662668113898544,NA,Cholesterol Precursor Intracellular Transport,"Transport, endoplasmic reticular",NA,NA,NA
AACTtm,-0.4778180510815488,0,18.938168549903853,53.596581412743404,"Aminoacetone Transport, Mitochondrial","Transport, mitochondrial",NA,NA,NA
AATAi,1.398548677901833,0,95.72255795444697,-15.905492879760452,"2-Aminoadipate Transaminase, Irreversible",Lysine metabolism,51166.1 or 51166.2,NA,PMID:12126930
ABTArm,1,0,NA,-827.6421995025635,"4-Aminobutyrate Transaminase, Reversible, Mitochondrial",Glutamate metabolism,18.1 or 18.2,NA,"PMID:10407778,PMID:7721088"
ABTD,-1,0,NA,311.7086534610033,L-Arabinitol 4-Dehydrogenase,Pentose phosphate pathway,NA,NA,"PMID:12359133,PMID:13922173,PMID:15234337"
ACACT10m,-1.2940637801875767,0,-112.82151492719053,14.461987261429162,"Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial","Valine, leucine, and isoleucine metabolism",38.1 or 3032.1 or 10449.1,NA,PMID:676035
ACACT1x,-0.6220787811420779,0,54.79337767489255,235.17910833940505,Acetyl Coenzyme A C-Acetyltransferase,Cholesterol metabolism,39.1,NA,PMID:11108725
ACACt2m,-0.9483303623010931,0,4.8564153916659505,183.12304829126597,Acetoacetate Mitochondrial Transport via H+ Symport,"Transport, mitochondrial",6566.1,NA,"PMID:28726,PMID:627555"
ACACT4p,-0.694684940772255,0,3.153030142116471,17.501241875069006,"Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal",Fatty acid oxidation,30.1,NA,PMID:1679347
ACACT5p,-0.50504296473278,0,2.858264334973716,8.691280903556256,"Acetyl Coenzyme A C-Acyltransferase (Decanoyl Coenzyme A), Peroxisomal",Fatty acid oxidation,30.1,NA,PMID:1679347
ACACT6p,-0.9495923035936936,0,0.30156244571742574,11.663374149944918,"Acetyl Coenzyme A C-Acetyltransferase (Dodecanoyl), Peroxisomal",Fatty acid oxidation,30.1,NA,PMID:1679347
ACACT7p,-0.9414865832439331,0,0.30156244571742574,10.0059007801814,"Acetyl Coenzyme A Acyltransferase (Tetradecanoyl Coenzyme A), Peroxisomal",Fatty acid oxidation,30.1,NA,PMID:1679347
ACACT8p,-0.8101460915603657,0,1.6312918889765722,15.553415051046782,"Acetyl Coenzyme A Acyltransferase (Hexadecanoyl Coenzyme A), Peroxisomal",Fatty acid oxidation,30.1,NA,PMID:1679347
ACACT9p,-0.7127526236439845,0,0.5840173817039351,3.482285253416408,"Acetyl Coenzyme A Acyltransferase (Tetracosanoyl Coenzyme A), Peroxisomal",Fatty acid oxidation,30.1,NA,PMID:1679347
ACACtx,0.9579832623679795,0,-3.647903535379427,-169.99259027580024,Acetoacetate Intracellular Transport Unknown Mechanism,"Transport, peroxisomal",NA,NA,NA
ACALDtx,-0.9209196830355266,0,8.814719307664589,214.11608436183928,Acetaldehyde Peroxisomal Diffusion,"Transport, peroxisomal",NA,NA,NA
ACCOACm,0.8735192011801525,0,22.629453517817705,1.5277085796544096,"Acetyl Coenzyme A Carboxylase, Beta Isoform",Fatty acid oxidation,32.1,NA,PMID:10677481
ACCOAtr,0.376883801221036,0,-337.5934136311054,-745.9714633296967,Acetyl Coenzyme A Transport,"Transport, endoplasmic reticular",9197.1,NA,NA
ACETONEt2,1.040384554604943,0,3.3242727762861075,-167.955172327137,Acetone Transport via Proton Symport,"Transport, extracellular",6566.1 or 9123.1 or 9194.1,NA,"PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713"
ACETONEt2m,1.040384554604943,0,3.3242727762861075,-167.955172327137,Acetone Mitochondrial Transport via Proton Symport,"Transport, mitochondrial",6566.1,NA,NA
ACGAM6PSi,-0.9171497085274689,0,2.3965804790176217,55.456697679024934,N-Acetylglucosamine-6-Phosphate Synthase,Aminosugar metabolism,64841.1,NA,NA
ACHVESSEC,1,0,0.64050500520305,NA,Acetylcholine Secretion via Secretory Vesicle (ATP Driven),"Transport, extracellular",6572.1,NA,"PMID:12827358,PMID:15383652"
ACOAD10m,-0.7201223321265973,0,7.645597158327745,46.989681293299796,"Acyl Coenzyme A Dehydrogenase (2-Methylbutanoyl Coenzyme A), Mitochondrial","Valine, leucine, and isoleucine metabolism",36.1 or 34.1,NA,PMID:11013134
ACOAD1fm,-0.8279634576922443,0,2.4984573153746235,26.54720102975927,"Acyl Coenzyme A Dehydrogenase (Butanoyl Coenzyme A), Mitochondrial",Butanoate metabolism,80724.1 or 36.1 or 35.1 or 34.1 or 84129.1 or 27034.1 or 28976.1,NA,PMID:2565344
ACOAD8m,-0.5403567186644239,0,7.85680558977509,26.329729529135953,"Acyl Coenzyme A Dehydrogenase (Isovaleryl Coenzyme A), Mitochondrial","Valine, leucine, and isoleucine metabolism",3712.1,NA,PMID:9214289
ACOAD9m,-0.453029596927382,0,13.350214592397586,35.46491148170978,"Acyl Coenzyme A Dehydrogenase (Isobutyryl Coenzyme A), Mitochondrial","Valine, leucine, and isoleucine metabolism",34.1 or 27034.1,NA,PMID:11013134
ACOAO7p,-1,0,NA,10.0059007801814,"Acyl Coenzyme A Oxidase (Hexadecanoyl Coenzyme A), Peroxisomal",Fatty acid oxidation,51.1 or 51.2,NA,"PMID:7876265,PMID:8159712"
ACRNtm,1,0,NA,-183.2335988223739,O-Acetylcarnintine Transport into Mitochondria via Diffusion,"Transport, mitochondrial",788.1,NA,"PMID:14598172,PMID:977593"
ADA,-0.49877604300678385,0,19.66836780696849,58.812987812809645,Adenosine Deaminase,Purine catabolism,100.1,NA,"PMID:12381379,PMID:15016824"
ADEt,-1,0,-406.93794187021257,NA,"Adenine Reversible Transport, Cytosol","Transport, extracellular",3177.1,NA,"PMID:12006583,PMID:12838422"
ADK1m,-0.7798956704059652,0,16.043498199055716,129.73735244251677,"Adenylate Kinase, Mitochondrial",Nucleotide interconversion,205.3 or 205.1 or 204.1 or 204.3 or 204.2 or 205.2,NA,"PMID:11485571,PMID:195572,PMID:8843353,PMID:9434148"
ADK3,1,0,649.7081844787598,NA,Adentylate Kinase (GTP),Nucleotide interconversion,26289.1 or 26289.2,NA,PMID:9434148
ADK3m,0.8149453425644404,0,-12.98157051389697,-127.31828136545886,Adentylate Kinase (GTP),Nucleotide interconversion,50808.1,NA,PMID:11485571
ADMDC,-0.43192581684035575,0,103.7136366948247,261.42753595261576,Adenosylmethionine Decarboxylase,Arginine and proline metabolism,262.1,NA,PMID:2460457
ADNK1m,1,0,1.0328997937279418,NA,"Adenosine Kinase, Mitochondrial",Nucleotide interconversion,NA,NA,NA
ADNt,1,0,404.5776850721359,NA,Adenosine Faciliated Transport in Cytosol,"Transport, extracellular",3177.1 or 2030.1,NA,"PMID:10722669,PMID:12838422"
ADNtm,1.8276883113320264,0,0.317017105651288,-1.0830472677568803,Adenosine Faciliated Transport in Mitochondria,"Transport, mitochondrial",2030.1,NA,"PMID:10722669,PMID:12838422,PMID:14607828"
ADPRIBt,1,0,4.3504817550032175,NA,ADPribose Transport,"Transport, extracellular",952.1,NA,PMID:8394137
ADRNCRNt,0.7679603757719008,0,136.14632610263973,17.8688067797333,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,788.1 or 788.1,NA,NA
ADRNt,1,0,0.4702743423461914,NA,Fatty Acid Transport via Diffusion,"Transport, extracellular",NA,NA,"PMID:11788354,PMID:12864740"
AGPAT1,0.7868165568992985,0,10.465913304076064,1.2486785085695387,1-Acylglycerol-3-Phosphate O-Acyltransferase 1,Triacylglycerol synthesis,10555.1 or 137964.1 or 56895.1 or 56894.2 or 56894.1 or 55326.1 or 10554.1 or 129642.1,NA,NA
AGTix,-0.46227573588894055,0,8.856886298219715,24.08522507501915,"Alanine-Glyoxylate Transaminase (Irreversible),, Peroxisomal",Alanine and aspartate metabolism,189.1,NA,"PMID:1703535,PMID:9038835,PMID:9783918"
AHANDROSTANGLCte,0.4476767064520834,0,2.170520027265478,0.8281053116541683,Glucuronidated Compound Transport,"Transport, extracellular",4363.1,NA,NA
AHANDROSTANGLCtr,-0.4476767064520834,0,-2.170520027265478,-0.8281053116541683,Glucuronidated Compound Transport,"Transport, endoplasmic reticular",NA,NA,NA
AHCYStr,-1,0,NA,61.764259672659634,S-Adenosyl-L-Homocysteine Intracellular Diffusion,"Transport, endoplasmic reticular",NA,NA,NA
AKGMALtm,-4.464745396558676,0,-80.96693402525932,127.70452929311301,Alpha-Ketoglutarate/Malate Transporter,"Transport, mitochondrial",8402.1 or 1468.1,NA,PMID:14598172
AKR1D,1,0,5.765234413184961,NA,"Aldo-Keto Reductase Family 1, Member D1 (Delta 4-3-Ketosteroid-5-Beta-Reductase)",Bile acid synthesis,6718.1,NA,NA
AKR1D2,1,0,5.256356836342672,NA,"Aldo-Keto Reductase Family 1, Member D1 (Delta 4-3-Ketosteroid-5-Beta-Reductase)",Bile acid synthesis,6718.1,NA,NA
ALAASNNaEx,0.33240989788076886,0,4.350106334473938,2.179575471992511,L-Alanine/L-Asparagine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ALADGLNexR,1,0,NA,-677.7996590034127,L-Alanine/Glutamine Reversible Antiport,"Transport, extracellular",56301.1 and 6520.1,NA,"PMID:10734121,PMID:10863037,PMID:14770310"
ALAGLNNaEx,-0.950102870743108,0,1.5260481785891111,59.6417264535889,L-Alanine/L-Glutamine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ALASm,1,0,25.597358648741245,0,5-Aminolevulinate Synthase,"Glycine, serine, alanine, and threonine metabolism",212.1 or 23464.1 or 211.2 or 211.1,NA,PMID:2263504
ALAt4,0.35118762332625525,0,202.90509273376466,97.43083283409644,Alanine-Sodium Symporter,"Transport, extracellular",54407.1 or 6542.1 or 11254.1 or 6541.1 or 81539.1 or 55089.1 or 84889.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754,PMID:11591158,PMID:11891586,PMID:12049641,PMID:1348489,PMID:14770310,PMID:7534987,PMID:8954799"
ALATHRNaEx,-0.45352809163797525,5.264111282620602e-6,3.1124086579978467,8.278510473881662,L-Alanine/L-Threonine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
ALCD2yf,0.5175386318194098,0,434.7572371600628,138.21959261437655,"Alcohol Dehydrogenase (Ethanol, NADP), Forward Reaction",Glycolysis/gluconeogenesis,10327.1 or 10327.2,NA,"PMID:11003211,PMID:14576493,PMID:19382904,PMID:19382905"
ALDD20xm,-0.5457989806797062,0,1.8860925856560264,6.419008043481887,"Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD), Mitochondrial",Tryptophan metabolism,219.1 or 8659.1 or 217.1 or 8659.2,NA,"PMID:18983992,PMID:18983993,PMID:6377948"
ALDD21,0.3993415770592235,0,0.45137888939533327,0.1937515016331752,"Aldehyde Dehydrogenase (Pristanal, NAD)",Fatty acid oxidation,224.1,NA,"PMID:11591435,PMID:8528251"
ALOX52,-1,0,NA,649.4744467974663,Arachidonate 5-Lipoxygenase,Eicosanoid metabolism,240.1,NA,PMID:11160764
AMACR2p,-0.9687623686953666,0,1.3418959674489424,84.5734510934472,Alpha-Methylacyl Coenzyme A Racemase (Reductase),Bile acid synthesis,23600.1 or 23600.2,NA,NA
AMETr,1,0,NA,-61.764259672659634,S-Adenosyl-L-Methionine Intracellular Diffusion,"Transport, endoplasmic reticular",NA,NA,NA
AMETt2m,0.9001637905002391,0,3.0168941755953127,0.1585101665757189,"S-Adenosyl-L-Methionine Reversible Transport, Mitochondrial","Transport, mitochondrial",115286.3 or 115286.2 or 115286.1,NA,PMID:14674884
AMPDA,1,0,13.02641274579532,NA,Adenosine Monophosphate Deaminase,Nucleotide interconversion,271.2 or 270.1 or 271.1 or 272.1 or 271.3,NA,"PMID:1400401,PMID:2345176"
AMY1e,0.4400526708440948,0,21.806448663774134,8.479177834862424,"Alpha-Amylase, Extracellular (Strch1 -> Strch2)",Starch and sucrose metabolism,6520.1 or 280.1 or 278.1 or 276.1 or 277.1 or (6519.1 and 11136.1) or 276.2 or 279.1,NA,NA
AMY2e,-0.3846380927553384,0,2.241178404216311,5.042920198023757,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4)",Starch and sucrose metabolism,6520.1 or 280.1 or 278.1 or 276.1 or 277.1 or (6519.1 and 11136.1) or 276.2 or 279.1,NA,NA
ANDRSTRNte,-0.5309555845568218,0,-113.5665309763968,-34.79379001785573,Androsterone Transport,"Transport, extracellular",NA,NA,NA
ANDRSTRNtr,0.5309555845568218,0,113.5665309763968,34.79379001785573,Androsterone Intracellular Transport,"Transport, endoplasmic reticular",NA,NA,NA
AOBUTDsm,-0.4778180510815488,0,18.938168549903853,53.596581412743404,"L-2-Amino-3-Oxobutanoate Decarboxylation, Mitochondrial (Spontaneous)","Glycine, serine, alanine, and threonine metabolism",NA,NA,PMID:12097150
ARACHCRNt,1,0,71.85011204837598,NA,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,788.1,NA,NA
ARGDCm,0.6973684098528009,0,201.0007918231249,35.83735204283297,"Arginine Decarboxylase, Mitochondrial",Arginine and proline metabolism,113451.1,NA,PMID:14752610
ARGNm,-0.7853742777199091,0,8.052359823174937,66.98393813431262,"Arginase, Mitochondrial",Urea cycle,384.1,NA,PMID:9144563
ARGtm,0.4443550598408464,0,209.05315153396128,80.42297154203206,Arginine Mitochondrial Transport via Ornithine Carrier,"Transport, mitochondrial",83884.1 or 10166.1,NA,PMID:14598172
R_group_phosphotase_1,0.7434359703828334,0,10.82503851371482,1.5930126193449134,R Group Phosphotase 1,Miscellaneous,NA,NA,NA
R_group_phosphotase_2,-0.4990885563251976,0,0.4172384291602728,1.2486785085695387,R Group Phosphotase 2,Miscellaneous,NA,NA,NA
R_group_phosphotase_3,0.4960037762945537,0,1.2257487040288193,0.41294863544564614,R Group Phosphotase 3,Miscellaneous,NA,NA,NA
ARTPLM3m,0.3508728508013656,1.3052571358495646e-11,0.8593710817482588,0.41294863544564614,R Group to Palmitate Conversion,R group synthesis,NA,NA,NA
ASAH1,0.9497436033524072,0,17.19301249881415,0.44316537529434935,N-Acylsphingosine Amidohydrolase,Sphingolipid metabolism,427.1 or 427.2,NA,PMID:8955159
ASCBOX,-0.606473154527459,0,4.942776637137251,20.177627187928557,Ascorbic Acid Oxidase,Vitamin C metabolism,NA,NA,NA
ASNGLNNaEx,-0.9181347950840597,0,1.368600336551096,32.06685830442794,L-Glutamine/L-Asparagine Na-Dependent Exchange (Asn-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ASNSERNaEx,0.9940245390911998,0,6.662977535948879,0.0199668364264071,L-Serine/L-Asparagine Na-Dependent Exchange (Asn-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ASNt4,-0.42215031747981624,0,97.6872161419928,240.41876227076054,L-Asparagine Transport in via Sodium Symport,"Transport, extracellular",81539.1 or 11254.1 or 54407.1 or 55089.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754"
ASNTHRNaEx,-0.493106754031431,0,14.75547032208331,43.463771853411195,L-Threonine/L-Asparagine Na-Dependent Exchange (Asn-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ASPDxt,0.7747584258428369,0,-6.109943695868429,-48.14241818476021,"D-Aspartate Transport, Peroxisomal","Transport, peroxisomal",NA,NA,NA
ASPGLUm,-0.5880867805367979,0,9.31268454398818,35.90404608740211,Aspartate-Glutamate Mitochondrial Shuttle,"Transport, mitochondrial",8604.1 or 10165.1,NA,PMID:14598172
ASPTAm,-0.7677624032867532,0,14.102862843478901,107.34915907778027,Aspartate Transaminase,Alanine and aspartate metabolism,2806.1,NA,PMID:6930651
ATPH1e,-0.7719922079799022,0,9.234718324819783,71.76881443169043,ATP Diphosphohydrolase,Nucleotide interconversion,954.1 or 954.2 or 953.1 or 956.1 or 955.1 or 957.1,NA,"PMID:8955160,PMID:9676430"
ATPtn,0.8642917352037324,0,10.961507160003856,0.7979261443614262,ATP Diffusion in Nucleus,"Transport, nuclear",NA,NA,NA
B3GALT44g,0.3365975627897003,0,0.2299714694233797,0.11414328257929669,"Beta-1, 3-Galactosyltransferase 4",Sphingolipid metabolism,8705.1,NA,NA
B3GNT11g,-0.3313909838021143,0,0.09948252532869784,0.198098042442929,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 1",Blood group synthesis,10678.1,NA,PMID:12855703
B3GNT310g,-0.47879604661116704,0,0.09948252532869784,0.2822587284813286,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",Blood group synthesis,10331.1,NA,PMID:10072769
B3GNT312g,-0.3313909838021143,0,0.09948252532869784,0.198098042442929,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",Blood group synthesis,10331.1,NA,PMID:10072769
B3GNT51g,-0.47879604661116704,0,0.09948252532869784,0.2822587284813286,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 5",Blood group synthesis,84002.1,NA,NA
BAAT3x,-0.9598465399591213,0,1.743308844774781,85.08900114793778,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,Bile acid synthesis,570.1,NA,NA
BAMPPALDOX,-0.9345973867660897,0,1.6913554423143535,50.02998591342867,Beta-Aminopropion Aldehyde:NAD+ Oxidoreductase,Beta-Alanine metabolism,8854.2 or 501.1 or 216.1 or 224.1 or 8854.3 or 223.1 or 8854.1,NA,PMID:12586697
BDHm,1,0,NA,-494.60916178798675,(R)-3-Hydroxybutanoate:NAD+ Oxidoreductase,Butanoate metabolism,622.2 or 622.3 or 622.1,NA,"PMID:1639787,PMID:8679568"
BHBtm,1,0,NA,-494.60916178798675,(R)-3-Hydroxybutanoate Mitochondrial Transport via H+ Symport,"Transport, mitochondrial",NA,NA,PMID:3427918
BILGLCURt,0.33360705924249484,0,1.2275616671430005,0.613402893797867,Bilirubin Monoglucuronide Transport via Bicarbonate Antiport,"Transport, extracellular",10599.1 or 28234.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
BILGLCURte,0.3328820366124353,0,0.7518293485928641,0.3762965139233174,Bilirubin Monoglucuronide Transport Mdr,"Transport, extracellular",4363.1,NA,NA
BILIRED,-0.4616434691994036,0,32.584014067703734,88.46593035944998,NAD (P)H Biliverdin Reductase,Heme degradation,645.1 or 644.1,NA,"PMID:12456881,PMID:7656592,PMID:8117274"
BUTt2m,-0.43214786048476356,0,0.9666563207498862,2.4379493978271385,"Butyrate Mitochondrial Transport via Proton Symport, Reversible","Transport, mitochondrial",6566.1,NA,NA
C160CPT2,-1.5451896198285866,0,-427.6349773191452,91.60109285913744,C160 Transport into the Mitochondria,Fatty acid oxidation,1376.1 or 1374.1,NA,"PMID:1528846,PMID:1988962"
C160CRNt,-1.5451896198285866,0,-427.6349773191452,91.60109285913744,C160 Transport into the Mitochondria,Fatty acid oxidation,788.1,NA,PMID:14598172
C161CRN2t,1,0,140.64647245280798,NA,C161 Transport into the Mitochondria,Fatty acid oxidation,788.1,NA,NA
C161CRNt,-1,0,NA,1.085028822470078,C161 Transport into the Mitochondria,Fatty acid oxidation,788.1,NA,NA
C180CPT1,0.5160469866299946,0,268.74014800091965,85.7873176659584,Production of Stearoylcarnitine,Fatty acid oxidation,1375.4 or 1375.2 or 126129.1 or 1375.1 or 1374.1 or 1375.3,NA,PMID:1988962
C180CPT2,-0.9417208145275017,0,2.6365850373388127,87.8446053211987,Carnitine O-Stearoyl Transferase,Fatty acid oxidation,1376.1,NA,"PMID:1528846,PMID:1988962"
C181CPT1,1.0180232359576387,0,249.3254209297061,-2.226758746670835,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation,126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1 or 1375.4,NA,PMID:1988962
C204CRNt,1,0,181.85310899939537,NA,Arachidonic Acid Transport into the Mitochondria,Fatty acid oxidation,788.1,NA,PMID:14598172
C226COAtx,0.3826648130485524,0,39.363125402803,17.574933671707868,Fatty Acid Intracellular Transport,"Transport, peroxisomal",NA,NA,NA
C3STDH1r,0.679316926961524,0,0.23914012921995673,0.04566630056175872,C-3 Sterol Dehydrogenase (4-Methylzymosterol),Cholesterol metabolism,50814.1,NA,PMID:12829805
C4STMO1r,1,0,0.06917818742040406,NA,"C-4 Sterol Methyl Oxidase (4, 4-Dimethylzymosterol)",Cholesterol metabolism,6307.1,NA,NA
C4STMO2Pr,-0.332890174223808,0,0.10113226732522049,0.20206298904070583,C-4 Methyl Sterol Oxidase,Cholesterol metabolism,50814.1,NA,NA
CAATPS,1,0,38.54688318694159,NA,Ca ATPase,"Transport, extracellular",492.1 or 491.1 or 490.1 or 493.1,NA,"PMID:7876199,PMID:8396145"
CAT2p,-0.9209196830355266,0,8.814719307664589,214.11608436183928,"Catalase A, Peroxisomal (Ethanol)",Glycolysis/gluconeogenesis,847.1,NA,"PMID:19382904,PMID:19382905,PMID:8769411"
CDPDAGtm,-1,0,-0.9436298399113386,NA,Intracellular Transport,"Transport, mitochondrial",NA,NA,NA
CDS,1,0,0.20468723420628657,NA,Phosphatidate Cytidylyltransferase,Glycerophospholipid metabolism,1040.1 or 8760.1,NA,NA
